FID_grid,Longitude,Latitude,Samara species richness,Woody samara species richness,Herb samara species richness,Total species,Precentage of total samara,Precentage of woody samara,Precentage of herb samara,Altitude,TOP,ARI,MAT,MDR,TS,TWarmQ,MTCQ,AP,PS,PWQ,PDQ,AMeanW,AMaxW,AMinW
244,104.1975403,30.7580471,16,10,6,404,0.03960396,0.056179775,0.026315789,538.6701,137.4686,0.015150116,16.29583333,7.091666667,722.3744255,24.8,6.85,930,104.0589545,582,26,1.208333353,1.600000024,0.899999976
245,105.256012,30.76049614,4,3,1,99,0.04040404,0.078947368,0.016393443,401.1516,57.6999,0.24430957,16.78333333,6.75,738.6761295,25.63333333,7.233333333,966,85.8843312,535,38,1.174999997,1.5,0.800000012
246,106.3144226,30.75345612,3,1,2,55,0.054545455,0.03125,0.090909091,361.9255,80.0369,0.383493622,17.69166667,6.8,766.1617244,27,7.916666667,1062,68.43985213,478,52,1.216666669,1.5,0.899999976
247,107.3725433,30.73693085,15,14,1,302,0.049668874,0.068627451,0.010204082,480.9103,168.6749,0.911905792,16.12916667,7.158333333,767.375866,25.43333333,6.35,1231,64.91601159,520,60,1.366666675,1.600000024,1.100000024
248,108.4301147,30.71092224,35,32,3,377,0.092838196,0.122605364,0.025423729,662.5887,348.5838,0.746451416,17.74166667,7.9,793.2609147,27.3,7.583333333,1249,66.01518158,549,57,1.391666671,1.700000048,1.100000024
249,109.4869156,30.67544174,140,100,40,2519,0.05557761,0.077639752,0.03257329,1019.0352,425.7987,1.416954712,11.4,7.066666667,757.6428758,20.63333333,1.8,1419,61.84054727,591,81,2.141666641,2.400000095,1.799999952
250,110.5426941,30.63049316,130,95,35,2263,0.057445868,0.091610415,0.028571429,987.962,423.0695,2.554024475,14.12083333,7.891666667,806.9624818,23.88333333,3.833333333,1183,59.60188699,501,88,1.924999982,2.299999952,1.700000048
251,111.5972214,30.57609558,10,10,0,144,0.069444444,0.12345679,0,201.4679,222.4372,0.116334846,16.90416667,8.308333333,862.9743974,27.28333333,5.916666667,1136,61.13058102,512,85,1.924999982,2.299999952,1.600000024
252,112.6502609,30.51226234,1,0,1,58,0.017241379,0,0.023809524,40.3036,21.1482,0.002168926,16.60416667,7.975,888.7541288,27.33333333,5.35,1061,51.23233125,434,103,1.991666645,2.400000095,1.799999952
253,113.7015762,30.43901062,8,6,2,138,0.057971014,0.117647059,0.022988506,26.5071,7.1397,0.002831312,16.8625,8.041666667,914.5220436,27.85,5.2,1200,53.58765122,516,122,2.083333304,2.5,1.799999952
254,114.750946,30.3563633,22,15,7,557,0.039497307,0.065217391,0.021406728,49.9282,66.7262,0.003912199,17.225,8.316666667,917.0468908,28.3,5.616666667,1334,57.81199648,589,134,2.224999984,2.599999905,2
255,115.7981262,30.26434135,10,3,7,417,0.023980815,0.020833333,0.025362319,149.2184,180.3452,1.027957581,13.65,7.616666667,857.392983,24.03333333,2.85,1679,53.70456267,700,166,2.658333341,3.099999905,2.400000095
256,116.8429031,30.1629715,12,6,6,386,0.031088083,0.032786885,0.029268293,101.6067,143.8433,0.007141997,17.17083333,7.841666667,908.9590908,28.05,5.666666667,1363,54.64025625,607,147,2.308333327,2.599999905,1.899999976
257,117.8850479,30.05228043,76,58,18,1439,0.052814454,0.084671533,0.02384106,348.5577,220.3292,1.053312469,14.05,7.366666667,858.2990579,24.31666667,3.15,1745,54.25772383,751,173,2.658333341,3,2.299999952
258,118.9243546,29.93230057,119,91,28,2517,0.047278506,0.078111588,0.020740741,394.5677,250.5542,0.815161285,14.2125,7.575,863.6816675,24.58333333,3.25,1638,50.69980102,674,178,2.700000008,3.099999905,2.299999952
259,119.9605865,29.80306244,41,31,10,959,0.042752868,0.061023622,0.022222222,197.128,186.9073,0.629322006,15.65833333,8.05,872.4308603,26.18333333,4.666666667,1471,47.42389633,563,169,2.449999988,2.799999952,2
260,120.9921188,29.6640358,41,31,10,624,0.065705128,0.069506726,0.055865922,229.6443,218.4054,1.363762756,13.70416667,7.341666667,831.505913,23.71666667,3.3,1583,47.43578905,595,176,3.366666655,4.199999809,2.700000048
261,121.6049576,29.37837029,3,1,2,24,0.125,0.066666667,0.222222222,86.0905,112.5592,1.373294449,14.54583333,6.391666667,804.5960543,24.21666667,4.6,1587,45.28964312,570,189,4.466666698,5.699999809,3.799999952
262,83.11504364,29.82018471,1,0,1,316,0.003164557,0,0.003424658,4999.5793,381.0562,0.799980469,-1.308333333,11.35,549.3873999,5.35,-8.016666667,558,69.08854132,269,56,3.49999996,4.699999809,2.799999952
263,84.17315674,29.80084991,1,0,1,316,0.003164557,0,0.003424658,5026.3367,382.7022,1.00575293,-1.483333333,12.38333333,583.5679182,5.616666667,-8.616666667,341,76.29820027,174,34,3.825000008,4.900000095,3.099999905
264,85.19759369,29.97968864,0,0,0,99,0,0,0,5408.8023,312.4785,0.423373535,-2.770833333,13.525,645.0667983,5.183333333,-10.55,234,104.0797109,146,19,3.933333337,5.099999905,3.099999905
265,86.22760773,30.15173721,1,0,1,107,0.009345794,0,0.010989011,5266.7297,331.0728,1.059733887,-6.504166667,14.09166667,704.6419411,2.283333333,-14.85,195,133.3379953,143,11,4.98333329,6.400000095,3.799999952
266,87.26172638,30.31463242,0,0,0,6,0,NA,0,5189.3303,260.9223,1.501388672,-4.575,14.41666667,743.5434205,4.65,-13.45,193,148.7618489,153,6,4.616666675,6.199999809,3.400000095
267,88.29975128,30.46833229,2,0,2,265,0.00754717,0,0.008163265,5179.4451,264.3808,1.153265625,-3.558333333,13.9,751.8668685,5.683333333,-12.6,221,149.8424024,178,3,4.441666702,5.599999905,3.400000095
268,89.34146881,30.61279488,2,0,2,265,0.00754717,0,0.008163265,5052.6021,228.5548,0.603041016,-2.929166667,13.59166667,752.759947,6.233333333,-12.05,247,143.6500815,193,3,3.958333373,5.300000191,3
269,90.3866806,30.74797821,3,0,3,261,0.011494253,0,0.012096774,4935.3253,299.7468,0,-0.504166667,13.95833333,757.3352156,8.566666667,-9.85,296,134.8609011,219,2,2.991666655,4.199999809,2.400000095
270,91.43516541,30.87385178,0,0,0,172,0,0,0,4920.287,308.4708,1.9396875,-6.4,14.36666667,764.6865074,2.866666667,-15.7,292,127.7082133,208,3,3.933333377,4.900000095,3.299999952
271,92.48670197,30.99037361,0,0,0,179,0,0,0,4967.4398,257.1295,1.027731445,-4.341666667,14.75,765.3336567,4.816666667,-13.81666667,359,118.3551123,244,5,3.675000012,4.400000095,3.200000048
272,93.54106903,31.09751129,7,1,6,257,0.027237354,0.026315789,0.027522936,4989.2461,336.3566,1.740367676,-3.1,14.16666667,739.3117192,5.7,-12.31666667,434,110.352679,281,9,3.199999988,3.900000095,2.799999952
273,94.59803772,31.19523811,5,2,3,351,0.014245014,0.041666667,0.009933775,4660.3958,424.5777,2.036672607,3.4375,13.45833333,702.6738704,11.68333333,-5.516666667,583,103.8230723,360,12,2.383333296,3.099999905,1.899999976
274,95.65737915,31.28352165,6,2,4,259,0.023166023,0.066666667,0.01754386,4574.9849,419.2116,1.018126465,-1.958333333,13.38333333,692.6688614,6.3,-10.56666667,540,102.4240432,332,13,3.049999992,3.599999905,2.700000048
275,96.71886444,31.36233902,6,1,5,400,0.015,0.014925373,0.01510574,4343.0229,395.5036,2.366365723,-0.654166667,14.075,683.1459924,7.466666667,-9.183333333,525,102.2765722,321,11,3.458333313,4.300000191,2.799999952
276,97.78224182,31.43166542,16,5,11,792,0.02020202,0.028901734,0.017886179,4394.1212,304.5039,1.173259277,-0.0875,14.49166667,676.1190219,7.9,-8.583333333,521,102.617859,317,11,3.199999968,4,2.799999952
277,98.84728241,31.49147987,8,4,4,436,0.018348624,0.038095238,0.012195122,4171.1422,471.2787,2.928955078,4.6375,15.04166667,662.9141073,12.26666667,-3.9,568,104.1145551,342,8,1.891666671,2.5,1.399999976
278,99.91374969,31.54176521,17,7,10,878,0.019362187,0.038461538,0.014388489,4303.8484,380.2489,2.716045898,2.370833333,14.79166667,685.8785286,10.2,-6.516666667,637,100.3971204,374,13,2.600000044,3.400000095,2
279,100.9813843,31.58250809,7,4,3,504,0.013888889,0.032258065,0.007936508,4076.7323,372.7468,0.76739502,2.358333333,15.28333333,678.3765156,10.11666667,-6.483333333,719,97.72396372,412,15,2.524999976,3.200000048,2
280,102.0499496,31.61369324,77,48,29,2614,0.029456771,0.058323208,0.016201117,3843.6143,570.9298,3.187836182,11.15416667,14.14166667,634.9926926,18.35,2.766666667,692,89.82510848,349,11,1.616666645,2.599999905,1
281,103.1192017,31.63531494,86,69,17,2076,0.041425819,0.086683417,0.013343799,3520.047,798.6848,2.999374512,5.054166667,13.24166667,621.484507,12.31666667,-3.083333333,905,82.30798904,453,24,2.741666635,3.200000048,2.099999905
282,104.1888962,31.64736176,37,25,12,704,0.052556818,0.075301205,0.032171582,1572.5349,965.8605,1.94697876,12.70416667,9.091666667,688.9367907,20.85,3.716666667,939,93.25352665,541,23,1.591666649,2.299999952,1.299999952
283,105.2587738,31.64983368,23,15,8,413,0.055690073,0.069124424,0.040816327,594.0079,193.0482,0.553215088,16.28333333,7.75,744.4043785,25.16666667,6.6,955,96.3867378,577,26,1.258333335,1.600000024,0.899999976
284,106.3285904,31.64272881,27,20,7,451,0.059866962,0.07518797,0.038043478,519.0393,155.6447,0.26005957,16.77083333,7.891666667,758.1180597,25.93333333,7.033333333,1079,79.67781596,570,37,1.291666667,1.600000024,1
285,107.3981018,31.62605095,7,6,1,183,0.038251366,0.055555556,0.013333333,652.4583,247.456,0.565344177,15.225,7.966666667,773.6116597,24.68333333,5.45,1180,73.51549823,567,39,1.449999998,1.799999952,1.100000024
286,108.4670486,31.59980202,118,90,28,2294,0.051438535,0.080935252,0.02374894,1083.0394,505.7185,3.15508429,11.3375,7.575,756.6496878,20.63333333,1.783333333,1310,70.98641152,620,48,1.691666663,2,1.299999952
287,109.535202,31.56399155,109,85,24,2099,0.05192949,0.085685484,0.021699819,1305.9247,522.0036,3.749658142,14.075,8.1,796.0970133,23.81666667,3.95,1084,65.6485368,468,51,1.908333311,2.299999952,1.700000048
288,110.6023026,31.51863289,141,109,32,2720,0.051838235,0.089417555,0.021319121,1278.7562,496.419,1.523883179,9.604166667,7.825,788.9275181,19.28333333,-0.383333333,1212,62.48258618,524,73,2.641666631,3.099999905,2.400000095
289,111.6681061,31.46373367,12,5,7,376,0.031914894,0.034722222,0.030172414,520.1718,369.166,0.53157605,14.30416667,8.841666667,866.2496447,24.8,3.266666667,1012,64.56901757,463,75,2.016666651,2.299999952,1.899999976
290,112.7323761,31.39931679,23,20,3,389,0.059125964,0.10989011,0.014423077,149.2384,108.7573,0.642628967,15.70833333,8.533333333,898.9459316,26.58333333,4.216666667,950,61.00324681,425,80,2.058333317,2.400000095,1.799999952
291,113.7948608,31.32539558,23,21,2,293,0.078498294,0.134615385,0.01459854,99.6636,83.1741,0.022658195,16.24583333,8.458333333,921.8150533,27.36666667,4.483333333,1109,57.08099368,488,99,2.1083333,2.400000095,1.799999952
292,114.8553391,31.24199677,72,53,19,1189,0.060555088,0.094138544,0.030206677,181.0154,172.1491,0.13167683,16.46666667,9.033333333,915.404365,27.5,4.816666667,1206,58.90238602,547,108,2.199999978,2.599999905,1.899999976
293,115.913559,31.14914131,105,82,23,1800,0.058333333,0.100985222,0.023232323,464.2433,288.1187,1.88660257,13.54583333,8.425,874.181327,24.18333333,2.516666667,1511,56.13881305,661,142,2.800000012,3.400000095,2.299999952
294,116.9692993,31.04685974,51,40,11,845,0.06035503,0.101265823,0.024390244,138.0754,204.8086,0.017871086,16.40416667,8.158333333,873.4556718,27.15,5.883333333,1389,60.26962914,596,111,2.291666657,2.799999952,1.899999976
295,118.0223236,30.93517685,37,25,12,815,0.045398773,0.06097561,0.029411765,67.6439,106.9091,0.553824108,15.83333333,7.65,924.0457814,26.95,4.183333333,1303,51.37475365,542,141,2.5,3,2.099999905
296,119.0724182,30.81412888,19,14,5,624,0.030448718,0.043478261,0.01650165,168.8776,197.4873,0.56882222,14.98333333,7.833333333,904.2383368,25.88333333,3.566666667,1329,50.77223391,544,157,2.633333365,3.099999905,2.200000048
297,120.119339,30.68374634,50,41,9,1148,0.043554007,0.067880795,0.016483516,59.9449,133.6933,0.005165462,16.33333333,7.916666667,882.9916435,27.01666667,5.4,1253,53.28417382,512,130,2.775000016,3.299999952,2.099999905
298,120.9242477,30.69404221,5,4,1,197,0.025380711,0.08,0.006756757,9.9787,27.9577,0.000535432,16.225,7.666666667,873.6899284,26.71666667,5.4,1125,49.09643366,446,132,3.508333325,4,3.099999905
299,81.54732513,30.54440498,5,0,5,474,0.010548523,0,0.011600928,5191.8099,374.7608,0.682132324,-0.120833333,11.475,615.0441903,7.45,-7.583333333,666,77.04582344,350,59,3.25000004,4,2.700000048
300,82.92037964,30.47783089,1,0,1,316,0.003164557,0,0.003424658,5164.1747,398.1043,1.580449219,-2.883333333,11.93333333,614.0229983,4.716666667,-10.26666667,474,72.5716095,236,46,3.641666651,4.599999905,3.099999905
301,83.95169067,30.66969681,1,0,1,316,0.003164557,0,0.003424658,5287.6622,379.3244,0.93661377,-6.020833333,12.64166667,661.7966535,2.266666667,-13.86666667,309,82.96388798,167,30,4.449999988,5.5,3.5
302,84.98764038,30.85243988,0,0,0,99,0,0,0,4992.03,311.1009,2.015932617,-3.770833333,13.45833333,691.5018515,4.833333333,-12.06666667,223,98.99692342,135,18,4.441666702,5.900000095,3.299999952
303,86.02802277,31.02600861,0,0,0,40,0,NA,0,4898.9424,277.3454,0.668724609,-0.433333333,14.15,722.9401249,8.466666667,-9.216666667,211,121.2627065,147,12,3.583333333,4.900000095,2.599999905
304,87.07263947,31.1903553,0,0,0,25,0,0,0,4966.7641,326.568,0.534149414,-1.183333333,14.11666667,756.6172725,8.116666667,-10.35,215,139.2292636,164,6,3.166666687,4,2.599999905
305,88.12128448,31.3454361,2,0,2,265,0.00754717,0,0.008163265,4925.3063,272.0281,2.120179688,-2.191666667,13.43333333,768.0667387,7.216666667,-11.48333333,240,140.7286234,185,4,3.483333309,4.300000191,2.599999905
306,89.17375183,31.49120712,1,0,1,139,0.007194245,0,0.007692308,4738.1337,212.2854,1.170127441,-2.129166667,13.05833333,777.1172204,7.3,-11.58333333,271,135.3596695,203,3,2.958333313,3.5,2.5
307,90.22981262,31.62762642,3,0,3,261,0.011494253,0,0.012096774,4783.762,189.7262,0.659282227,-2.558333333,13.45,795.0323988,6.983333333,-12.31666667,297,126.7908144,211,4,3.533333321,4.599999905,2.700000048
308,91.28925323,31.75465393,6,0,6,286,0.020979021,0,0.02189781,4727.6703,170.9753,0.940023926,-2.3,14.63333333,812.3814599,7.35,-12.41666667,346,122.2698939,241,5,3.75,5.099999905,2.799999952
309,92.35184479,31.87225151,0,0,0,60,0,NA,0,4756.4364,196.5968,0.468786621,-3.741666667,14.96666667,812.4844987,5.916666667,-13.88333333,397,116.1590738,267,7,3.633333306,4.599999905,2.900000095
310,93.4173584,31.98038673,3,1,2,132,0.022727273,0.058823529,0.017391304,4718.6852,282.201,1.114395996,-2.683333333,14.21666667,784.2956694,6.616666667,-12.51666667,470,110.8686785,306,10,2.983333309,3.599999905,2.400000095
311,94.48556519,32.07902527,3,0,3,117,0.025641026,0,0.026785714,4896.065,293.3885,1.610263184,-2.683333333,13.5,757.1067336,6.283333333,-12.16666667,517,106.6204489,327,12,3.216666659,4,2.700000048
312,95.55621338,32.1681366,16,5,11,966,0.016563147,0.040983607,0.013064133,4691.9858,350.805,1.969444336,-1.433333333,13.43333333,740.1607115,7.316666667,-10.71666667,541,103.9633557,336,13,2.833333313,3.5,2.5
313,96.6290741,32.24769592,16,5,11,966,0.016563147,0.040983607,0.013064133,4315.7533,318.9075,1.302909668,-1.283333333,14.15,716.7836409,7.2,-10.28333333,518,102.9394211,317,12,3.100000024,3.900000095,2.599999905
314,97.70389557,32.31768036,10,4,6,623,0.016051364,0.026490066,0.012820513,4465.0626,369.9075,1.182880371,-1.520833333,14.45833333,709.9534502,6.833333333,-10.48333333,520,103.1155339,316,10,3.183333337,4,2.700000048
315,98.78043365,32.37805939,10,4,6,933,0.010718114,0.023391813,0.007894737,4325.5712,305.0048,1.529080078,-0.2375,14.59166667,716.1771143,8.05,-9.416666667,563,101.8415701,336,12,2.916666667,3.599999905,2.299999952
316,99.85843658,32.42882538,4,2,2,506,0.007905138,0.023809524,0.004739336,4275.2943,230.6114,1.402209229,-0.979166667,14.89166667,737.8607233,7.45,-10.53333333,635,100.1443786,373,14,2.958333333,3.799999952,2.200000048
317,100.9376526,32.46995544,9,7,2,445,0.020224719,0.069306931,0.005830904,4086.4252,310.4228,0.689344482,0.591666667,15.71666667,730.2453925,8.883333333,-8.983333333,702,96.49073333,396,16,2.725000024,3.5,2.200000048
318,102.0178375,32.50143814,28,22,6,866,0.032332564,0.096069869,0.009404389,3725.4691,297.1794,0.562434814,3.491666667,16.01666667,678.1855248,11.21666667,-5.45,755,89.92165328,396,17,2.49999998,3.299999952,2
319,103.0987244,32.52326584,85,59,26,2247,0.037828215,0.077225131,0.01754386,3714.1217,414.2427,1.221519287,1.1875,14.575,654.4814915,8.816666667,-7.366666667,845,82.84948846,421,23,2.800000012,3.400000095,2.099999905
320,104.1800613,32.53543091,90,76,14,1360,0.066176471,0.099868594,0.023333333,2674.7949,922.1302,2.092402954,10.91666667,11.35,685.3842099,18.98333333,1.966666667,748,85.94590362,396,15,1.599999994,2.099999905,1.299999952
321,105.2615891,32.53792572,25,24,1,322,0.077639752,0.149068323,0.00621118,1196.6928,458.5761,1.093775391,15.04166667,9.116666667,747.8114533,24.03333333,5.316666667,804,96.93034618,478,14,1.25000001,1.5,1
322,106.3430634,32.53075409,37,25,12,695,0.05323741,0.071428571,0.034682081,1081.9704,372.3329,2.172334717,12.30416667,8.391666667,761.1757005,21.55,2.55,971,84.80752637,534,25,1.574999998,2,1.299999952
323,107.4242096,32.51391602,91,70,21,1507,0.060384871,0.092715232,0.027851459,1134.932,392.5507,2.015156433,12.5,8.2,799.170024,22.26666667,2.4,1036,79.25435586,540,27,1.725000004,2.099999905,1.399999976
324,108.5047913,32.48741531,83,63,20,1329,0.062452972,0.096625767,0.029542097,960.3806,433.427,1.617256439,14.12083333,8.941666667,822.3150755,24.23333333,3.733333333,1010,77.17674701,513,26,1.774999986,2.200000048,1.5
325,109.5845337,32.45126343,111,78,33,2029,0.054706752,0.084690554,0.02970297,848.356,364.9981,1.051817322,13.09166667,9.016666667,830.330803,23.33333333,2.583333333,909,68.60097938,418,37,1.933333327,2.299999952,1.700000048
326,110.6632004,32.4054718,64,47,17,1065,0.060093897,0.096114519,0.029513889,620.0012,286.6893,1.607765442,12.8125,9.925,853.9324143,23.31666667,1.966666667,920,65.88824922,420,47,1.991666655,2.400000095,1.700000048
327,111.7405243,32.35005188,2,1,1,60,0.033333333,0.022727273,0.0625,222.248,198.1292,0.156692093,15.85,9.866666667,927.2049886,27.03333333,3.983333333,835,61.1733219,384,75,1.87499999,2.200000048,1.700000048
328,112.8162613,32.28502274,5,2,3,123,0.040650407,0.028985507,0.055555556,154.8876,95.993,0.024417725,15.63333333,9.566666667,922.066191,26.85,3.866666667,871,67.48805252,412,57,2.049999992,2.5,1.700000048
329,113.8901672,32.21040726,58,44,14,1029,0.056365403,0.099099099,0.023809524,176.5807,121.4849,0.163757263,15.5125,9.041666667,939.9688704,26.81666667,3.483333333,1029,63.24435586,476,87,2.191666663,2.700000048,2
330,114.9619827,32.1262207,75,53,22,1354,0.055391433,0.085621971,0.029891304,73.7402,50.7302,0.011572544,15.81666667,9.116666667,939.6695099,27.16666667,3.783333333,1041,61.22472051,474,96,2.283333321,2.700000048,2
331,116.0314789,32.03249741,17,9,8,187,0.090909091,0.09375,0.087912088,83.5598,126.9097,0.01802124,15.85833333,9.133333333,934.6944891,27.18333333,3.933333333,1077,58.2187847,481,109,2.333333333,2.700000048,2
332,117.0984116,31.92926216,3,2,1,44,0.068181818,0.095238095,0.043478261,38.9734,20.6701,0.019690176,15.8875,8.541666667,939.2625855,27.25,3.95,953,51.07898836,397,105,2.450000008,2.900000095,2.099999905
333,118.1625443,31.81654549,15,8,7,273,0.054945055,0.076923077,0.041420118,34.9545,43.1529,0.236790607,15.58333333,8.216666667,945.9659165,26.98333333,3.6,1073,52.66007052,458,118,2.541666687,3,2.200000048
334,119.2236404,31.69438171,41,28,13,807,0.050805452,0.08358209,0.027484144,23.6001,32.4097,0.310426964,15.62083333,8.275,936.2338925,26.96666667,3.933333333,1103,51.83749721,470,129,2.566666663,3.099999905,2.099999905
335,120.2814713,31.56280518,49,31,18,1056,0.046401515,0.068281938,0.029801325,8.2671,26.4067,0.399093112,15.4375,7.625,890.2913849,26.2,4.466666667,1011,53.76766465,442,114,2.458333353,2.900000095,2
336,121.0530624,31.35832405,15,9,6,325,0.046153846,0.097826087,0.025641026,4.0971,2.5162,0.001738323,15.50416667,7.358333333,882.1730874,26.16666667,4.583333333,1064,52.41705132,454,136,3.083333333,3.599999905,2.599999905
337,80.62941742,30.94942093,6,0,6,288,0.020833333,0,0.023076923,4836.5448,352.2798,0.554808105,0.458333333,11.9,673.7339417,8.816666667,-7.716666667,662,80.10523534,358,60,2.983333369,3.700000048,2.400000095
338,81.64862823,31.14275169,0,0,0,142,0,0,0,5282.2671,344.4071,0.834662109,-5.929166667,12.30833333,702.9595176,2.966666667,-14.21666667,428,84.15745028,236,40,3.741666615,4.699999809,2.599999905
339,82.68526459,31.34547424,0,0,0,142,0,0,0,5120.9141,335.0235,0.117455566,-1.370833333,12.875,689.8005586,7.216666667,-9.683333333,360,76.9100222,186,32,3.483333369,4.5,2.700000048
340,83.72686005,31.5390625,1,0,1,316,0.003164557,0,0.003424658,4989.4574,433.3218,1.034115234,-2.004166667,13.25833333,706.310704,6.766666667,-10.53333333,263,80.93282988,140,23,3.774999996,4.5,2.900000095
341,84.77323914,31.72345924,1,0,1,174,0.005747126,0,0.00617284,4917.5897,327.7274,1.107391113,-3.545833333,13.65833333,737.8484026,5.633333333,-12.45,197,100.0731756,120,14,4.041666726,5.300000191,2.900000095
342,85.82419586,31.89861488,0,0,0,25,0,0,0,4945.1332,233.734,0.323406738,-2.520833333,13.99166667,762.1633633,6.9,-11.76666667,183,118.3015651,125,10,3.858333309,4.900000095,2.799999952
343,86.87952423,32.06447601,0,0,0,25,0,0,0,4797.0738,268.8255,0.30904248,-0.754166667,14.025,782.5205729,8.816666667,-10.31666667,209,128.9098577,151,6,3.783333341,4.800000191,3
344,87.93900299,32.22100067,0,0,0,25,0,0,0,4959.3973,324.9265,1.391702637,-2.9125,13.59166667,798.5046394,6.866666667,-12.61666667,220,132.7827349,162,5,4.100000044,5,3.099999905
345,89.00242615,32.36813354,3,0,3,261,0.011494253,0,0.012096774,4794.7097,177.4258,0.700816406,-3.691666667,13.36666667,807.6813991,6.133333333,-13.51666667,244,131.536309,178,3,4.12499998,5.199999809,3
346,90.06956482,32.5058403,3,0,3,261,0.011494253,0,0.012096774,4879.1705,187.8501,0.104047852,-2.345833333,13.80833333,824.1702669,7.55,-12.5,284,126.9439561,203,3,3.791666687,4.800000191,2.700000048
347,91.14019012,32.63407135,6,0,6,286,0.020979021,0,0.02189781,4937.2527,162.8956,0.014010254,-3.441666667,14.56666667,836.25201,6.55,-13.78333333,319,122.4997044,223,5,3.824999968,5.099999905,2.799999952
348,92.21406555,32.75279617,1,0,1,112,0.008928571,0,0.009259259,5127.5803,204.121,1.141659668,-7.341666667,14.58333333,823.7410045,2.583333333,-17.4,356,117.7569805,242,7,3.966666659,5.199999809,3.400000095
349,93.29096222,32.86196899,7,0,7,771,0.009079118,0,0.009681881,4931.8401,217.0708,0.201375,-3.5125,14.40833333,819.8229437,6.233333333,-13.73333333,424,113.6013733,281,8,3.241666655,4.300000191,2.599999905
350,94.37063599,32.9615593,7,0,7,771,0.009079118,0,0.009681881,4821.6818,181.468,0.772568848,-4.854166667,13.625,797.5600813,4.633333333,-14.76666667,463,108.7006746,297,10,3.458333333,4.5,2.700000048
351,95.45283508,33.05153656,7,0,7,771,0.009079118,0,0.009681881,4724.7823,269.2293,1.310644043,-3.566666667,13.43333333,786.3533017,5.733333333,-13.41666667,493,104.7011161,307,12,3.25,4.099999905,2.700000048
352,96.53731537,33.13187027,14,5,9,1175,0.011914894,0.028571429,0.009036145,4499.6077,289.6817,0.726632813,-1.745833333,14.24166667,762.4465952,7.216666667,-11.38333333,483,103.1151139,295,11,2.699999988,3.5,2.099999905
353,97.6238327,33.20253754,3,1,2,413,0.007263923,0.018181818,0.005633803,4448.2815,264.4961,0.480439453,-0.958333333,14.55,755.9576507,7.866666667,-10.6,475,102.316262,287,10,2.691666663,3.700000048,2.200000048
354,98.71211243,33.26351166,3,1,2,413,0.007263923,0.018181818,0.005633803,4535.1877,235.6045,0.834836426,-4.616666667,13.83333333,759.4056687,4.216666667,-14.3,532,101.2063692,319,12,4.10833329,5.099999905,3.099999905
355,99.8019104,33.31477737,3,0,3,433,0.006928406,0,0.007371007,4341.7159,167.927,0.610839844,-2.429166667,14.25833333,772.9649479,6.433333333,-12.46666667,594,98.31670797,346,15,3.041666647,3.799999952,2.299999952
356,100.8929596,33.3563118,8,1,7,651,0.012288786,0.015151515,0.012006861,4180.3871,238.0103,1.193975098,-2.558333333,14.95,752.3292115,6.05,-12.35,676,96.12756706,384,16,3.375,4.400000095,2.599999905
357,101.9850082,33.3881073,6,0,6,458,0.013100437,0,0.014492754,3662.7974,213.8459,0.547701416,2.641666667,16.06666667,725.4805095,10.85,-6.983333333,688,90.43913386,364,15,2.383333315,3.099999905,1.899999976
358,103.0777817,33.41014862,30,17,13,1022,0.029354207,0.084158416,0.015892421,3566.9047,220.5867,0.217023193,2.045833333,15.15833333,712.7936662,10.2,-7.416666667,686,84.64090979,350,16,2.541666647,3.099999905,2.200000048
359,104.1710281,33.42243576,102,81,21,2079,0.049062049,0.095518868,0.017114914,2815.1352,707.5635,1.421258057,1.995833333,12.70833333,683.0062502,10.13333333,-6.833333333,769,79.12066845,375,21,2.524999986,3.099999905,1.899999976
360,105.264473,33.42495346,85,68,17,1511,0.056254136,0.102102102,0.020118343,1691.0681,423.6749,1.585838745,11.69583333,9.591666667,766.2881559,20.96666667,1.816666667,634,83.21359755,332,13,1.841666669,2.099999905,1.600000024
361,106.3578491,33.41770935,77,56,21,1269,0.060677699,0.098073555,0.030042918,1257.3853,415.8049,1.833385986,11.8875,8.625,816.2278119,21.81666667,1.4,786,83.3133155,424,18,1.758333335,2.099999905,1.5
362,107.4508972,33.40070343,106,76,30,2046,0.051808407,0.090909091,0.024793388,1118.4534,526.4744,1.280941772,10.9,8.233333333,837.3985692,21.16666667,0.3,883,78.79547753,462,24,1.716666669,2.099999905,1.399999976
363,108.5433578,33.37394333,104,80,24,1797,0.057874235,0.091743119,0.025974026,1248.1084,462.306,2.252929688,7.883333333,7.733333333,817.0048774,17.98333333,-2.416666667,984,74.53277756,497,34,2.266666671,2.700000048,2
364,109.6349564,33.33743668,52,41,11,1016,0.051181102,0.092342342,0.019197208,1011.5157,328.5589,1.498925537,12.0875,9.391666667,883.1558212,22.95,0.85,805,70.09081911,388,33,1.966666659,2.400000095,1.700000048
365,110.7254333,33.2911911,49,40,9,814,0.06019656,0.1,0.021686747,714.9936,286.2439,0.973427673,12.225,10.35,887.2518859,23.11666667,0.916666667,832,69.33813062,400,40,2.183333298,2.700000048,2
366,111.8145294,33.23522949,114,86,28,1956,0.058282209,0.099421965,0.025641026,457.7816,331.4223,0.201790604,14.79166667,11.06666667,947.1796252,26.26666667,2.666666667,774,72.57072706,388,48,1.974999984,2.400000095,1.700000048
